Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index
1693,tt0289848,movie,Analyze That,Analyze That,0,2002,\N,96,"Comedy,Crime",analyze that,2002-12-06,Analyze That,60000000.0,32122249.0,54994757.0,Warner Bros.,R,Comedy,1,5.9,88629.0,
9195,tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0,2013,\N,119,Comedy,anchorman  the legend continues,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,Paramount Pictures,PG-13,Comedy,1,6.3,189853.0,8.538461538461538
19624,tt2465146,movie,And So It Goes,And So It Goes,0,2014,\N,94,"Comedy,Drama,Romance",and so it goes,2014-07-25,And So It Goes,18000000.0,15160801.0,17868801.0,Clarius Entertainment,PG-13,Comedy,1,5.9,15024.0,
1282,tt0225071,movie,Angel Eyes,Angel Eyes,0,2001,\N,102,"Drama,Romance",angel eyes,2001-05-18,Angel Eyes,38000000.0,24044532.0,29544532.0,Warner Bros.,R,Drama,1,5.7,25434.0,
1826,tt0305224,movie,Anger Management,Anger Management,0,2003,\N,106,Comedy,anger management,2003-04-11,Anger Management,56000000.0,135560942.0,195660942.0,Sony Pictures,PG-13,Comedy,1,6.2,224788.0,
10362,tt1313092,movie,Animal Kingdom,Animal Kingdom,0,2010,\N,113,"Crime,Drama,Thriller",animal kingdom,2010-08-13,Animal Kingdom,4200000.0,1044039.0,8078683.0,Sony Pictures Classics,R,Drama,1,7.2,59725.0,
23163,tt3322940,movie,Annabelle,Annabelle,0,2014,\N,99,"Horror,Mystery,Thriller",annabelle,2014-10-03,Annabelle,6500000.0,84273813.0,256862920.0,Warner Bros.,R,Horror,1,5.4,171708.0,7.153846153846154
26930,tt5140878,movie,Annabelle: Creation,Annabelle: Creation,0,2017,\N,109,"Horror,Mystery,Thriller",annabelle creation,2017-08-11,Annabelle: Creation,15000000.0,102092201.0,305385888.0,Warner Bros.,R,Horror,1,6.5,147549.0,
19409,tt2401878,movie,Anomalisa,Anomalisa,0,2015,\N,90,"Animation,Comedy,Drama",anomalisa,2015-12-30,Anomalisa,8000000.0,3759286.0,5538273.0,Paramount Pictures,R,Adventure,1,7.3,74431.0,4.961538461538462
14919,tt1719071,movie,Another Happy Day,Another Happy Day,0,2011,\N,119,"Comedy,Drama",another happy day,2011-11-18,Another Happy Day,4000000.0,9120.0,978527.0,Phase 4 Films,R,Drama,1,6.0,4523.0,7.826923076923077
11995,tt1431181,movie,Another Year,Another Year,0,2010,\N,129,"Comedy,Drama",another year,2010-12-29,Another Year,8000000.0,3205706.0,20005613.0,Sony Pictures Classics,PG-13,Drama,1,7.4,30591.0,17.48076923076923
3142,tt0478970,movie,Ant-Man,Ant-Man,0,2015,\N,117,"Action,Comedy,Sci-Fi",antman,2015-07-17,Ant-Man,130000000.0,180202163.0,518860086.0,Walt Disney,PG-13,Action,1,7.3,707793.0,6.826923076923077
26802,tt5095030,movie,Ant-Man and the Wasp,Ant-Man and the Wasp,0,2018,\N,118,"Action,Adventure,Comedy",antman and the wasp,2018-07-06,Ant-Man and the Wasp,130000000.0,216565229.0,617176819.0,Walt Disney,PG-13,Action,1,7.0,438023.0,5.346153846153846
1027,tt0168786,movie,Antwone Fisher,Antwone Fisher,0,2002,\N,120,"Biography,Drama",antwone fisher,2002-12-19,Antwone Fisher,12500000.0,21078145.0,23367586.0,Fox Searchlight,PG-13,Drama,1,7.3,37782.0,
3094,tt0472043,movie,Apocalypto,Apocalypto,0,2006,\N,139,"Action,Adventure,Drama",apocalypto,2006-12-08,Apocalypto,40000000.0,50866635.0,121032272.0,Walt Disney,R,Action,1,7.8,325427.0,
12633,tt1477834,movie,Aquaman,Aquaman,0,2018,\N,143,"Action,Adventure,Fantasy",aquaman,2018-12-21,Aquaman,160000000.0,0.0,0.0,Warner Bros.,PG-13,Action,1,6.8,504911.0,
2780,tt0429591,movie,Aquamarine,Aquamarine,0,2006,\N,110,"Comedy,Family,Fantasy",aquamarine,2006-03-03,Aquamarine,12000000.0,18597342.0,22978953.0,20th Century Fox,PG,Comedy,1,5.4,44345.0,
1562,tt0273435,movie,Ararat,Ararat,0,2002,\N,115,"Drama,War",ararat,2002-11-15,Ararat,15500000.0,1693000.0,1693000.0,Miramax,R,Drama,1,6.3,14708.0,
19819,tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Mystery,Sci-Fi",arrival,2016-11-11,Arrival,47000000.0,100546139.0,203162211.0,Paramount Pictures,PG-13,Drama,1,7.9,743212.0,20.26923076923077
11987,tt1430607,movie,Arthur Christmas,Arthur Christmas,0,2011,\N,97,"Adventure,Animation,Comedy",arthur christmas,2011-11-23,Arthur Christmas,85000000.0,46462469.0,149717124.0,Sony Pictures,PG,Adventure,1,7.1,64239.0,5.461538461538462
28308,tt5807510,videoGame,Arthur et les Minimoys,Arthur et les Minimoys,0,2006,\N,\N,Action,arthur et les minimoys,2007-01-12,Arthur et les Minimoys,80000000.0,15132763.0,113325743.0,Weinstein Co.,PG,Adventure,1,6.8,41.0,12.884615384615385
2336,tt0375568,movie,Astro Boy,Astro Boy,0,2009,\N,94,"Action,Adventure,Animation",astro boy,2009-10-23,Astro Boy,65000000.0,19551067.0,41636243.0,Summit Entertainment,PG,Adventure,1,6.2,39092.0,14.0
1309,tt0230011,movie,Atlantis: The Lost Empire,Atlantis: The Lost Empire,0,2001,\N,95,"Action,Adventure,Animation",atlantis the lost empire,2001-06-08,Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,Walt Disney,PG,Adventure,1,6.9,130297.0,
29591,tt6410646,tvEpisode,Atlas Shrugged: Part II,Atlas Shrugged: Part II,0,2014,\N,\N,Talk-Show,atlas shrugged part ii,2012-10-12,Atlas Shrugged: Part II,10000000.0,3336053.0,3336053.0,Atlas Distribution,PG-13,Drama,1,,,11.76923076923077
21123,tt2800038,movie,Atlas Shrugged: Who Is John Galt?,Atlas Shrugged: Part III,0,2014,\N,99,"Drama,Mystery,Sci-Fi",atlas shrugged who is john galt,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,Atlas Distribution,PG-13,Drama,1,4.3,3787.0,
5057,tt0783233,movie,Atonement,Atonement,0,2007,\N,123,"Drama,Mystery,Romance",atonement,2007-12-07,Atonement,30000000.0,50980159.0,129779728.0,Focus Features,R,Drama,1,7.8,293636.0,
12650,tt1478964,movie,Attack the Block,Attack the Block,0,2011,\N,88,"Action,Adventure,Comedy",attack the block,2011-07-29,Attack the Block,13000000.0,1024175.0,6459183.0,Sony Pictures,R,Action,1,6.7,110507.0,15.653846153846153
2764,tt0426931,movie,August Rush,August Rush,0,2007,\N,114,"Drama,Music",august rush,2007-11-21,August Rush,25000000.0,31664162.0,66015869.0,Warner Bros.,PG,Drama,1,7.4,110165.0,
1737,tt0295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,\N,94,"Action,Adventure,Comedy",austin powers in goldmember,2002-07-25,Austin Powers in Goldmember,63000000.0,213117789.0,296338663.0,New Line,PG-13,Comedy,1,6.2,219487.0,
2985,tt0455824,movie,Australia,Australia,0,2008,\N,165,"Adventure,Drama,Romance",australia,2008-11-26,Australia,130000000.0,49554002.0,215080810.0,20th Century Fox,PG-13,Drama,1,6.6,128073.0,
1774,tt0298744,movie,Auto Focus,Auto Focus,0,2002,\N,105,"Biography,Crime,Drama",auto focus,2002-10-18,Auto Focus,7000000.0,2062066.0,2703821.0,Sony Pictures Classics,R,Drama,1,6.6,14686.0,
8488,tt1176740,movie,Away We Go,Away We Go,0,2009,\N,98,"Comedy,Drama,Romance",away we go,2009-06-05,Away We Go,21000000.0,9451946.0,10108016.0,Focus Features,R,Comedy,1,7.0,54758.0,
2923,tt0449467,movie,Babel,Babel,0,2006,\N,143,Drama,babel,2006-10-27,Babel,20000000.0,34302837.0,132121212.0,Paramount Vantage,R,Drama,1,7.5,313641.0,
1455,tt0255819,movie,Baby Boy,Baby Boy,0,2001,\N,130,"Crime,Drama,Romance",baby boy,2001-06-27,Baby Boy,16000000.0,28734552.0,28734552.0,Sony Pictures,R,Drama,1,6.4,16041.0,
5498,tt0871426,movie,Baby Mama,Baby Mama,0,2008,\N,99,"Comedy,Romance",baby mama,2008-04-25,Baby Mama,30000000.0,60494212.0,64170447.0,Universal,PG-13,Comedy,1,6.0,46870.0,
2228,tt0364970,movie,Babylon A.D.,Babylon A.D.,0,2008,\N,90,"Action,Adventure,Sci-Fi",babylon,2008-08-29,Babylon A.D.,45000000.0,22532572.0,70216497.0,20th Century Fox,PG-13,Action,1,5.5,97845.0,
16109,tt1920849,movie,Bachelorette,Bachelorette,0,2012,\N,87,"Comedy,Romance",bachelorette,2012-09-07,Bachelorette,3000000.0,446770.0,12577401.0,Weinstein Co.,R,Comedy,1,5.3,48391.0,
1035,tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,\N,147,"Action,Comedy,Crime",bad boys ii,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0,Sony Pictures,R,Action,1,6.6,262567.0,
1611,tt0280486,movie,Bad Company,Bad Company,0,2002,\N,116,"Action,Comedy,Thriller",bad,2002-06-07,Bad Company,70000000.0,30157016.0,69157016.0,Walt Disney,PG-13,Action,1,5.6,49537.0,
25991,tt4651520,movie,Bad Moms,Bad Moms,0,2016,\N,100,Comedy,bad moms,2016-07-29,Bad Moms,20000000.0,113257297.0,180999077.0,STX Entertainment,R,Comedy,1,6.2,132428.0,5.230769230769231
10016,tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,"Comedy,Romance",bad teacher,2011-06-24,Bad Teacher,19000000.0,100292856.0,215448997.0,Sony Pictures,R,Comedy,1,5.6,210102.0,5.596153846153846
17880,tt2170299,movie,Bad Words,Bad Words,0,2013,\N,89,"Comedy,Drama",bad words,2014-03-14,Bad Words,10000000.0,7779614.0,7843145.0,Focus Features,R,Comedy,1,6.6,54459.0,
20108,tt26350277,movie,Ballerina,Ballerina,0,2023,\N,92,"Action,Thriller",ballerina,2017-08-25,Ballerina,30000000.0,21858070.0,96908157.0,Weinstein Co.,PG,Adventure,1,6.2,8115.0,68.75
1848,tt0308208,movie,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,0,2002,\N,91,"Action,Crime,Mystery",ballistic ecks vs sever,2002-09-20,Ballistic: Ecks vs. Sever,70000000.0,14294842.0,14294842.0,Warner Bros.,R,Action,1,3.7,20846.0,
5906,tt0976222,movie,Bandslam,Bandslam,0,2009,\N,111,"Comedy,Drama,Family",bandslam,2009-08-14,Bandslam,20000000.0,5210988.0,12967829.0,Summit Entertainment,PG,Comedy,1,6.3,15049.0,
1811,tt0303714,movie,Barbershop,Barbershop,0,2002,\N,102,"Comedy,Drama",barbershop,2002-09-13,Barbershop,12000000.0,75781642.0,77063461.0,MGM,PG-13,Comedy,1,6.3,33020.0,
2046,tt0337579,movie,Barbershop 2: Back in Business,Barbershop 2: Back in Business,0,2004,\N,106,"Comedy,Drama",barbershop  back in business,2004-01-01,Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,MGM,PG-13,Comedy,1,5.7,15736.0,
23804,tt3628584,movie,Barbershop: The Next Cut,Barbershop: The Next Cut,0,2016,\N,111,"Comedy,Drama",barbershop the next cut,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,Warner Bros.,PG-13,Comedy,1,5.9,15861.0,2.826923076923077
11918,tt1423894,movie,Barney's Version,Barney's Version,0,2010,\N,134,"Comedy,Drama",barneys version,2011-01-14,Barney's Version,30000000.0,7502560.0,8845575.0,Sony Pictures Classics,R,Drama,1,7.3,25896.0,
3169,tt0482461,movie,Barry Munday,Barry Munday,0,2010,\N,95,"Comedy,Drama,Romance",barry munday,2010-10-01,Barry Munday,3000000.0,0.0,0.0,Magnolia Pictures,R,Comedy,1,5.8,4445.0,
2311,tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Crime,Drama",batman begins,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0,Warner Bros.,PG-13,Action,1,8.2,1543789.0,
25941,tt4622512,movie,Battle of the Sexes,Battle of the Sexes,0,2017,\N,121,"Biography,Comedy,Drama",battle of the sexes,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445094.0,Fox Searchlight,PG-13,Drama,1,6.7,58740.0,
13317,tt1532958,movie,Battle of the Year,Battle of the Year,0,2013,\N,110,"Drama,Music",battle of the year,2013-09-20,Battle of the Year,20000000.0,8888355.0,16723377.0,Sony Pictures,PG-13,Drama,1,5.0,9568.0,
19113,tt2359006,videoGame,Battle: Los Angeles,Battle: Los Angeles,0,2011,\N,\N,Action,battle los angeles,2011-03-11,Battle: Los Angeles,70000000.0,83552429.0,213463976.0,Sony Pictures,PG-13,Action,1,4.9,107.0,
12521,tt1469304,movie,Baywatch,Baywatch,0,2017,\N,116,"Action,Comedy,Crime",baywatch,2017-05-25,Baywatch,60000000.0,58060186.0,176023296.0,Paramount Pictures,R,Comedy,1,5.5,197857.0,10.634615384615385
2357,tt0377471,movie,Be Cool,Be Cool,0,2005,\N,118,"Comedy,Crime,Music",be cool,2005-03-04,Be Cool,75000000.0,55849401.0,94944017.0,MGM,PG-13,Comedy,1,5.6,71558.0,11.384615384615385
5156,tt0799934,movie,Be Kind Rewind,Be Kind Rewind,0,2008,\N,102,Comedy,be kind rewind,2008-02-22,Be Kind Rewind,20000000.0,11175164.0,30894247.0,New Line,PG-13,Comedy,1,6.4,93406.0,6.730769230769231
8169,tt1152398,movie,Beastly,Beastly,0,2011,\N,86,"Drama,Fantasy,Romance",beastly,2011-03-04,Beastly,17000000.0,27865571.0,38028230.0,CBS Films,PG-13,Drama,1,5.5,79273.0,7.288461538461538
17444,tt2125435,movie,Beasts of the Southern Wild,Beasts of the Southern Wild,0,2012,\N,93,"Adventure,Drama,Fantasy",beasts of the southern wild,2012-06-27,Beasts of the Southern Wild,1800000.0,12795746.0,23265132.0,Fox Searchlight,PG-13,Drama,1,7.2,84546.0,5.865384615384615
2469,tt0388500,movie,Beauty Shop,Beauty Shop,0,2005,\N,105,Comedy,beauty shop,2004-01-01,Beauty Shop,25000000.0,36351350.0,38351350.0,MGM,PG-13,Comedy,1,5.6,18348.0,
3229,tt0490084,movie,Because I Said So,Because I Said So,0,2007,\N,102,"Comedy,Romance",because i said so,2007-02-02,Because I Said So,39000000.0,42674040.0,69538833.0,Universal,PG-13,Comedy,1,5.6,39820.0,4.596153846153846
1904,tt0317132,movie,Because of Winn-Dixie,Because of Winn-Dixie,0,2005,\N,106,"Comedy,Drama,Family",because of winndixie,2005-02-18,Because of Winn-Dixie,15000000.0,32647042.0,33508485.0,20th Century Fox,PG,Comedy,1,6.3,12401.0,12.48076923076923
5839,tt0960731,movie,Bedtime Stories,Bedtime Stories,0,2008,\N,99,"Adventure,Comedy,Family",bedtime stories,2008-12-25,Bedtime Stories,80000000.0,110101975.0,221468935.0,Walt Disney,PG,Adventure,1,6.0,99851.0,
2479,tt0389790,movie,Bee Movie,Bee Movie,0,2007,\N,91,"Adventure,Animation,Comedy",bee movie,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0,Paramount Pictures,PG,Adventure,1,6.1,175279.0,7.5
3200,tt0486551,movie,Beerfest,Beerfest,0,2006,\N,110,Comedy,beerfest,2006-08-25,Beerfest,17500000.0,19185184.0,20159316.0,Warner Bros.,R,Comedy,1,6.2,70707.0,7.0
14704,tt1691916,movie,Before I Fall,Before I Fall,0,2017,\N,98,"Drama,Fantasy,Mystery",before i fall,2017-03-03,Before I Fall,5000000.0,12241072.0,18945682.0,Open Road,PG-13,Drama,1,6.4,55647.0,4.5
18220,tt2209418,movie,Before Midnight,Before Midnight,0,2013,\N,109,"Drama,Romance",before midnight,2013-05-24,Before Midnight,3000000.0,8110621.0,23251930.0,Sony Pictures Classics,R,Drama,1,7.9,168586.0,
2390,tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,"Drama,Romance",before sunset,2004-07-02,Before Sunset,2000000.0,5792822.0,11217346.0,Warner Independent,R,Drama,1,8.1,281234.0,16.46153846153846
2893,tt0443465,movie,Before We Go,Before We Go,0,2014,\N,95,"Comedy,Drama,Romance",before we go,2015-09-04,Before We Go,3000000.0,37151.0,483938.0,Radius,PG-13,Drama,1,6.8,62301.0,15.788461538461538
16487,tt1980929,movie,Begin Again,Begin Again,0,2013,\N,104,"Comedy,Drama,Music",begin again,2014-06-27,Begin Again,8000000.0,16170632.0,68838736.0,Weinstein Co.,R,Drama,1,7.4,164019.0,26.634615384615383
13312,tt1532503,movie,Beginners,Beginners,0,2010,\N,105,"Comedy,Drama,Romance",beginners,2011-06-03,Beginners,3200000.0,5790894.0,14314407.0,Focus Features,R,Drama,1,7.2,94137.0,22.53846153846154
965,tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,\N,106,"Action,Drama,Thriller",behind enemy lines,2001-11-30,Behind Enemy Lines,40000000.0,58855732.0,58855732.0,20th Century Fox,PG-13,Action,1,6.4,110924.0,
2075,tt0340012,movie,Being Julia,Being Julia,0,2004,\N,104,"Comedy,Drama,Romance",being julia,2004-10-15,Being Julia,18000000.0,7739049.0,14488705.0,Sony Pictures,R,Drama,1,7.0,12838.0,
19969,tt2592094,tvSeries,Believe,Believe,0,2014,2014,43,"Drama,Fantasy,Sci-Fi",believe,2016-12-02,Believe,3500000.0,890303.0,890303.0,Smith Global Media,PG,Drama,1,7.0,15004.0,
3170,tt0482463,movie,Bella,Bella,0,2006,\N,91,"Drama,Romance",bella,2007-10-26,Bella,3300000.0,8093373.0,12405473.0,Roadside Attractions,PG-13,Drama,1,7.1,10957.0,
2888,tt0442933,movie,Beowulf,Beowulf,0,2007,\N,115,"Action,Adventure,Animation",beowulf,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0,Paramount Pictures,PG-13,Adventure,1,6.3,172403.0,
1610,tt0280477,movie,Better Luck Tomorrow,Better Luck Tomorrow,0,2002,\N,101,"Crime,Drama,Romance",better luck tomorrow,2003-04-11,Better Luck Tomorrow,250000.0,3802390.0,3809226.0,Paramount Pictures,R,Drama,1,7.0,10373.0,
6226,tt1014775,movie,Beverly Hills Chihuahua,Beverly Hills Chihuahua,0,2008,\N,91,"Adventure,Comedy,Drama",beverly hills chihuahua,2008-10-03,Beverly Hills Chihuahua,20000000.0,94514402.0,154218168.0,Walt Disney,PG,Adventure,1,3.9,25488.0,
2325,tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,"Comedy,Fantasy,Romance",bewitched,2005-06-24,Bewitched,80000000.0,63313159.0,131159306.0,Sony Pictures,PG-13,Comedy,1,4.8,74747.0,15.75
1734,tt0294357,movie,Beyond Borders,Beyond Borders,0,2003,\N,127,"Adventure,Drama,Romance",beyond borders,2003-10-24,Beyond Borders,60000000.0,4426297.0,11427090.0,Paramount Pictures,R,Drama,1,6.4,28877.0,
13327,tt1534085,movie,Beyond the Black Rainbow,Beyond the Black Rainbow,0,2010,\N,110,"Horror,Mystery,Sci-Fi",beyond the black rainbow,2012-05-18,Beyond the Black Rainbow,1100000.0,56491.0,56491.0,Mongrel Media,R,Drama,1,5.9,16544.0,
22730,tt3125324,movie,Beyond the Lights,Beyond the Lights,0,2014,\N,116,"Drama,Music,Romance",beyond the lights,2014-11-14,Beyond the Lights,7000000.0,14618727.0,14618727.0,Relativity,PG-13,Drama,1,6.8,17172.0,
