,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,avg_search_index
1377,1655,95,695.0,27337,tt5308322,movie,Happy Death Day,Happy Death Day,0,2017,\N,96,"Comedy,Horror,Mystery",happy death day,2017-10-13,Happy Death Day,5000000.0,55683845.0,125013000.0,Universal,PG-13,Horror,1,6.6,157922.0,3.5384615384615383,,120013000.0,19.450346592198443,15.424948670398354,1,18.87884466590934,7.3,16.300417291085605,tt5301662,60.86538461538461
1378,1656,96,696.0,2242,tt0366548,movie,Happy Feet,Happy Feet,0,2006,\N,108,"Adventure,Animation,Comedy",happy feet,2006-11-17,Happy Feet,85000000.0,198000317.0,385000317.0,Warner Bros.,PG,Adventure,1,6.4,196258.0,8.942307692307692,,300000317.0,19.946737738751523,18.258161826219297,1,18.86894079592735,6.385714285714286,16.315937738827955,"tt0414993,tt0454987,tt0420835,tt0790604,tt0470765,tt0308055,tt0464049",21.20604395604396
1379,1657,98,698.0,2740,tt0424136,movie,Hard Candy,Hard Candy,0,2005,\N,104,"Drama,Thriller",hard candy,2006-04-14,Hard Candy,950000.0,1024640.0,8267066.0,Lionsgate,R,Horror,1,7.0,166358.0,24.384615384615383,,7317066.0,18.935401175099432,13.76421831620775,1,19.002955959794516,5.2,18.197537205138154,tt0405469,64.11538461538461
1380,1659,100,700.0,16064,tt1907639,movie,Hardflip,Hardflip,0,2012,\N,112,"Action,Drama",hardflip,2012-06-01,Hardflip,1000000.0,96734.0,96734.0,Rocky Mountain Pict…,PG-13,Drama,1,5.3,860.0,27.53846153846154,,-903266.0,18.88502297141297,13.815511557963774,1,18.84662206974501,6.15,15.659950460021225,"tt1247667,tt1316536",59.980769230769226
1381,1660,101,701.0,2243,tt0366551,movie,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,0,2004,\N,88,"Adventure,Comedy",harold  kumar go to white castle,2004-07-30,Harold & Kumar Go to White Castle,9000000.0,18225165.0,18225165.0,New Line,R,Comedy,1,7.0,203366.0,9.533333333333331,,9225165.0,18.946740729300995,16.012735246411598,1,18.89426763692649,5.85,16.277322725608457,"tt0167456,tt0333766",32.88333333333333
1382,1661,102,702.0,2003,tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,"Adventure,Family,Fantasy",harry potter and the goblet of fire,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290013036.0,896911078.0,Warner Bros.,PG-13,Adventure,1,7.7,663053.0,20.673076923076923,,746911078.0,20.62555496468456,18.826145858727195,1,19.14577222700725,7.033333333333332,17.237177516389153,"tt0358273,tt0063829,tt0375920",9.185897435897436
1383,1662,103,703.0,2818,tt0433387,movie,Harsh Times,Harsh Times,0,2005,\N,116,"Action,Crime,Drama",harsh times,2006-11-10,Harsh Times,2000000.0,3337931.0,6225304.0,MGM,R,Drama,1,6.8,67860.0,8.98076923076923,,4225304.0,18.916749853949185,14.508658238524095,1,18.981005083652157,7.2,17.293783310492437,"tt0420223,tt0401445",10.51923076923077
1384,1665,106,706.0,2725,tt0422401,movie,Hatchet,Hatchet,0,2006,\N,93,"Comedy,Horror,Thriller",hatchet,2007-09-07,Hatchet,1500000.0,175281.0,240396.0,Anchor Bay Entertai…,R,Horror,1,5.6,33034.0,36.17307692307692,,-1259604.0,18.882780702568816,14.220976332738882,1,18.748779893151895,6.05,16.811242894018264,"tt0455782,tt0784972",7.663461538461538
1385,1667,108,708.0,30999,tt7158430,movie,Hearts Beat Loud,Hearts Beat Loud,0,2018,\N,97,"Comedy,Drama,Music",hearts beat loud,2018-06-08,Hearts Beat Loud,2000000.0,2386254.0,2420962.0,Gunpowder & Sky,PG-13,Drama,1,6.9,11539.0,4.25,,420962.0,18.89331193687718,14.508658238524095,1,19.064665011004934,7.3,16.353097546831187,"tt0421255,tt7784604",11.423076923076923
1386,1670,111,711.0,16636,tt1999890,movie,Hell Fest,Hell Fest,0,2018,\N,89,"Horror,Thriller",hell fest,2018-09-28,Hell Fest,5500000.0,10751601.0,12527795.0,CBS Films,R,Horror,1,5.5,18950.0,3.269230769230769,,7027795.0,18.933670799644684,15.520258832020865,1,19.18803901206374,5.6,17.182806422433508,tt6781982,11.903846153846152
1387,1671,112,712.0,1019,tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,"Action,Adventure,Fantasy",hellboy,2004-04-02,Hellboy,60000000.0,59623958.0,99823958.0,Sony Pictures,PG-13,Action,1,6.8,344186.0,26.07692307692308,,39823958.0,19.112947331904426,17.909855136853043,1,18.874115590171847,5.960000000000001,17.11732182459327,"tt0359517,tt0066826,tt0286112,tt0351977,tt0299172",41.247252747252745
1388,1672,113,713.0,2638,tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008,\N,120,"Action,Adventure,Fantasy",hellboy ii the golden army,2008-07-11,Hellboy II: The Golden Army,82500000.0,75986503.0,160388063.0,Universal,PG-13,Action,1,7.0,282292.0,10.23076923076923,,77888063.0,19.287310801673193,18.228308863426122,1,19.26350536729305,5.449999999999999,17.766014103404927,"tt0373051,tt0765476",5.826923076923077
1389,1673,114,714.0,12383,tt1460798,movie,Henry & Me,Henry & Me,0,2014,\N,67,"Animation,Family",henry  me,2014-08-18,Henry & Me,5000000.0,0.0,0.0,Distrib Films,PG,Adventure,1,6.0,211.0,20.28301886792453,,-5000000.0,18.858935681335137,15.424948670398354,1,18.942553348753,6.1000000000000005,16.563542760810588,"tt0435651,tt0458481,tt1085492,tt1282046,tt2247476,tt1355630",27.586538461538463
1390,1674,115,715.0,15343,tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi",her,2014-01-10,Her,23000000.0,25568251.0,48259031.0,Warner Bros.,R,Drama,1,8.0,651908.0,80.46153846153847,,25259031.0,19.037265576687442,16.951004817371683,1,18.819143526234004,4.2,18.064005814299346,tt1043726,4.25
1391,1675,116,716.0,766,tt0119282,movie,Hercules,Hercules,0,1997,\N,93,"Adventure,Animation,Comedy",hercules,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0,Paramount Pictures,PG-13,Action,1,7.3,248385.0,33.0,,143388614.0,19.530525099454792,18.420680753952364,1,20.174232466936214,6.4,17.504390037078213,tt2872732,50.44230769230769
1392,1676,117,717.0,14405,tt1648179,movie,Here Comes the Boom,Here Comes the Boom,0,2012,\N,105,"Action,Comedy,Sport",here comes the boom,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0,Sony Pictures,PG,Comedy,1,6.4,94541.0,7.769230769230769,,31239258.0,19.069035867002267,17.553180200057167,1,18.9270136700493,7.1,16.268148034220523,"tt1931533,tt6410646",8.701923076923077
1393,1677,118,718.0,32344,tt7784604,movie,Hereditary,Hereditary,0,2018,\N,127,"Drama,Horror,Mystery",hereditary,2018-06-08,Hereditary,10000000.0,44069456.0,70090779.0,A24,R,Horror,1,7.3,361104.0,8.403846153846153,,60090779.0,19.209550655569302,16.118095750958318,1,18.906545651658874,6.9,15.548378790614075,"tt0421255,tt7158430",9.346153846153847
1394,1678,119,719.0,5228,tt0813715,tvSeries,Heroes,Heroes,0,2006,2010,45,"Drama,Fantasy,Sci-Fi",heroes,2008-10-24,Heroes,400000.0,655538.0,655538.0,Eros Entertainment,R,Adventure,1,7.5,248873.0,51.25,,255538.0,18.892280217910294,12.899222326086994,1,19.054541004584646,6.633333333333333,16.741002546388355,"tt0383028,tt0482572,tt1132626",11.46794871794872
1395,1679,120,720.0,11641,tt1403177,movie,Hesher,Hesher,0,2010,\N,106,"Comedy,Drama",hesher,2011-05-13,Hesher,7000000.0,382946.0,382946.0,Wrekin Hill Enterta…,R,Drama,1,6.9,53704.0,10.461538461538462,,-6617054.0,18.848448273833974,15.761420849876721,1,19.362942720519943,6.6,16.360849674233776,"tt1531663,tt1478338",11.317307692307692
1396,1681,122,722.0,26356,tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,\N,127,"Biography,Drama,History",hidden figures,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,20th Century Fox,PG,Drama,1,7.8,247853.0,5.30188679245283,,206771716.0,19.720250187958168,17.034386422832473,1,19.158283851448104,7.0,17.30070202263494,"tt2361317,tt5247022,tt0490215,tt3470600",44.42216981132076
1397,1682,123,723.0,9472,tt1247667,movie,High School,High School,0,2010,\N,99,Comedy,high school,2012-06-01,High School,10000000.0,139034.0,248133.0,Anchor Bay Entertai…,R,Comedy,1,5.7,7825.0,74.75,,-9751867.0,18.827798712001304,16.118095750958318,1,18.875234199450844,5.949999999999999,14.508658363523953,"tt1907639,tt1316536",36.375
1398,1683,124,724.0,2058,tt0338095,movie,High Tension,Haute tension,0,2003,\N,91,Horror,high tension,2005-06-10,High Tension,2850000.0,3681066.0,6435262.0,Lionsgate,R,Horror,1,6.7,76463.0,11.423076923076923,,3585262.0,18.912844898613418,14.862829903121964,1,19.213583951647816,4.8999999999999995,17.540300941277376,"tt0373908,tt0356443,tt0758713",14.474358974358973
1399,1684,126,726.0,34172,tt9073940,tvSeries,Hit & Run,Hit and Run,0,2021,2021,60,"Action,Crime,Drama",hit  run,2012-08-22,Hit & Run,22000000.0,13749300.0,17216955.0,Open Road,R,Comedy,1,7.0,10586.0,24.26923076923077,,-4783045.0,18.860334412323084,16.906553056777135,1,19.107608929049455,6.220000000000001,16.043448496633026,"tt1764651,tt1623288,tt1433822,tt1990314,tt1971352",21.526923076923076
1400,1685,127,727.0,3056,tt0465494,movie,Hitman,Hitman,0,2007,\N,100,"Action,Crime,Thriller",hitman,2007-11-21,Hitman,17500000.0,39687694.0,99135571.0,20th Century Fox,R,Action,1,6.2,175922.0,26.807692307692307,,81635571.0,19.30294124828625,16.677711496036597,1,18.932894378921485,6.533333333333334,16.475860577568017,"tt0484740,tt0937237,tt0884328",9.987179487179487
1401,1686,128,728.0,20340,tt2679042,movie,Hitman: Agent 47,Hitman: Agent 47,0,2015,\N,96,"Action,Crime,Thriller",hitman agent ,2015-08-21,Hitman: Agent 47,35000000.0,22467450.0,81959582.0,20th Century Fox,R,Action,1,5.7,94431.0,7.5576923076923075,,46959582.0,19.148034080957913,17.370858648025116,1,19.134141333102217,5.3,16.118095750958318,tt2752772,6.788461538461538
1402,1688,130,730.0,31855,tt7435258,tvEpisode,Holly,Holly,0,2018,\N,48,"Drama,Sci-Fi,Thriller",holly,2007-11-09,Holly,3000000.0,163069.0,163069.0,Priority Films,R,Drama,1,8.3,4169.0,75.11538461538461,,-2836931.0,18.87279448669637,14.91412317996566,1,19.284574203770674,7.199999999999999,17.202622535428794,"tt0891527,tt0477348",5.644230769230769
1403,1690,132,732.0,18296,tt2224026,movie,Home,Home,0,2015,\N,94,"Adventure,Animation,Comedy",home,2015-03-27,Home,130000000.0,177397510.0,386031994.0,20th Century Fox,PG,Adventure,1,6.5,109408.0,89.0576923076923,,256031994.0,19.846272726325726,18.683045016112164,1,19.079749170477584,6.15,16.811242894018264,"tt1791682,tt2561572",19.84615384615385
1404,1691,133,733.0,16898,tt2051894,movie,Home Run,Home Run,0,2013,\N,113,"Drama,Sport",home run,2013-04-19,Home Run,1200000.0,2859955.0,2859955.0,Samuel Goldwyn Films,PG-13,Drama,1,5.9,3257.0,11.884615384615383,,1659955.0,18.901005650093765,13.997832948091213,1,18.89606772147929,5.4,14.129815621008522,"tt1869425,tt1731697",9.711538461538462
1405,1692,134,734.0,1777,tt0299172,movie,Home on the Range,Home on the Range,0,2004,\N,76,"Adventure,Animation,Comedy",home on the range,2004-04-02,Home on the Range,110000000.0,50026353.0,76482461.0,Walt Disney,PG,Adventure,1,5.4,25231.0,25.23076923076923,,-33517539.0,18.65561421620419,18.5159909328476,1,18.965582213311894,6.24,16.99609466539436,"tt0359517,tt0066826,tt0286112,tt0351977,tt0167190",41.41648351648352
1406,1693,135,735.0,18839,tt2312718,movie,Homefront,Homefront,0,2013,\N,100,"Action,Crime,Thriller",homefront,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,Open Road,R,Action,1,6.5,127300.0,18.32692307692308,,29695362.0,19.060929990747763,16.906553056777135,1,19.112868482465107,7.0,16.85927633196262,"tt2431286,tt2387559,tt2304771",14.512820512820513
1407,1695,137,737.0,2895,tt0443536,movie,Hoodwinked,Hoodwinked!,0,2005,\N,80,"Adventure,Animation,Comedy",hoodwinked,2006-01-13,Hoodwinked,17500000.0,51386611.0,109843390.0,Weinstein Co.,PG,Adventure,1,6.5,65047.0,5.288461538461538,,92343390.0,19.346301380591854,16.677711496036597,1,18.923957835304687,6.85,17.419440521458288,"tt0408985,tt0385726",24.317307692307693
1408,1696,138,738.0,2956,tt0453494,movie,Hoot,Hoot,0,2006,\N,95,"Adventure,Comedy,Family",hoot,2006-05-05,Hoot,15000000.0,8117637.0,8224998.0,New Line,PG,Adventure,1,5.5,8707.0,20.423076923076923,,-6775002.0,18.84741798080972,16.52356082573315,1,19.82555480106916,6.9,18.826145858727195,tt0317919,5.4423076923076925
1409,1697,139,739.0,11769,tt1411704,movie,Hop,Hop,0,2011,\N,95,"Adventure,Comedy,Family",hop,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,Universal,PG,Adventure,1,5.4,36352.0,74.5576923076923,,125657593.0,19.470304427762994,17.95864530022882,1,19.013460122844375,5.733333333333334,15.277848947123672,"tt1584131,tt1591095,tt1529572",32.57692307692307
1410,1698,140,740.0,12899,tt1499658,movie,Horrible Bosses,Horrible Bosses,0,2011,\N,98,"Comedy,Crime",horrible bosses,2011-07-08,Horrible Bosses,35000000.0,117538559.0,212417601.0,Warner Bros.,R,Comedy,1,6.9,463838.0,4.615384615384615,,177417601.0,19.636831896247074,17.370858648025116,1,18.759275098715815,6.1,17.034386422832473,tt1233301,41.76923076923077
1411,1699,141,741.0,17881,tt2170439,movie,Horrible Bosses 2,Horrible Bosses 2,0,2014,\N,108,"Comedy,Crime",horrible bosses ,2014-11-26,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,Warner Bros.,R,Comedy,1,6.3,181624.0,5.557692307692308,,65945357.0,19.2358037492423,17.504390037078213,1,19.297708868769135,6.45,15.974254748065752,"tt0959306,tt2084970",25.134615384615383
1412,1700,142,742.0,32381,tt7813342,tvEpisode,Horton Hears a Who,Horton Hears a Who,0,2018,\N,14,Comedy,horton hears a who,2008-03-14,Horton Hears a Who,85000000.0,154529439.0,299477886.0,20th Century Fox,G,Adventure,1,6.9,60.0,5.1923076923076925,,214477886.0,19.74104331244925,18.258161826219297,1,18.908000203804306,6.2,17.086025596520265,"tt0483607,tt1023111",13.682692307692308
1413,1701,143,743.0,2077,tt0340163,movie,Hostage,Hostage,0,2005,\N,113,"Action,Crime,Drama",hostage,2005-03-11,Hostage,75000000.0,34636443.0,77636443.0,Miramax,R,Action,1,6.5,112899.0,15.942307692307692,,2636443.0,18.9070278628053,18.132998684833918,1,19.31884858856789,6.6,17.248977248111878,"tt0365885,tt0358082",24.538461538461537
1414,1702,144,744.0,2931,tt0450278,movie,Hostel,Hostel,0,2005,\N,94,Horror,hostel,2006-01-06,Hostel,4800000.0,47326473.0,82241110.0,Lionsgate,R,Horror,1,5.9,188012.0,38.73076923076923,,77441110.0,19.285430197009163,15.38412668421143,1,18.780596913015604,5.0,16.66740185695904,"tt0367082,tt0383222",23.96153846153846
1415,1703,145,745.0,3275,tt0498353,movie,Hostel: Part II,Hostel: Part II,0,2007,\N,94,Horror,hostel part ii,2007-06-08,Hostel: Part II,7500000.0,17544812.0,33606409.0,Lionsgate,R,Horror,1,5.5,94444.0,7.038461538461538,,26106409.0,19.041829164866698,15.830413711839864,1,19.39358425685109,6.800000000000001,17.74506440885909,"tt5275524,tt0496806,tt0423294",8.987179487179487
1416,1704,146,746.0,2751,tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,\N,121,"Action,Comedy,Mystery",hot fuzz,2007-04-20,Hot Fuzz,16000000.0,23618786.0,81742618.0,Focus Features,R,Comedy,1,7.8,526512.0,16.692307692307693,,65742618.0,19.23490605426728,16.588099342704055,1,18.91318191374549,6.4,16.166885910365842,tt0419843,5.461538461538462
1417,1705,147,747.0,5077,tt0787475,movie,Hot Rod,Hot Rod,0,2007,\N,88,"Comedy,Sport",hot rod,2007-08-03,Hot Rod,25000000.0,13938332.0,14334401.0,Paramount Pictures,PG-13,Comedy,1,6.7,91904.0,54.78846153846154,,-10665599.0,18.821698657935542,17.034386422832473,1,18.86239213315292,4.9,15.473738825043979,tt0811106,84.61538461538461
1418,1706,148,748.0,9249,tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,\N,99,"Comedy,Sci-Fi",hot tub time machine,2010-03-26,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,MGM,R,Comedy,1,6.4,183205.0,5.769230769230769,,29967750.0,19.06236488413978,17.39902952419816,1,19.63741139743823,7.05,17.86634945972186,"tt0892769,tt1294226",8.423076923076923
1419,1707,149,749.0,20116,tt2637294,movie,Hot Tub Time Machine 2,Hot Tub Time Machine 2,0,2015,\N,93,"Comedy,Mystery,Sci-Fi",hot tub time machine ,2015-02-20,Hot Tub Time Machine 2,14000000.0,12314651.0,12452601.0,Paramount Pictures,R,Comedy,1,5.0,40947.0,7.096153846153846,,-1547399.0,18.880966065550467,16.454567959008102,1,19.072183979619076,6.9,16.302150399975808,"tt1666801,tt2097298",5.076923076923077
1420,1708,150,750.0,2515,tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,"Biography,Drama,History",hotel rwanda,2004-12-22,Hotel Rwanda,17500000.0,23519128.0,36521223.0,MGM,PG-13,Drama,1,8.1,367235.0,7.15686274509804,,19021223.0,19.003014926608582,16.677711496036597,1,19.02346757352896,6.324999999999999,17.186165634902096,"tt0371246,tt0396592,tt0377062,tt0427498,tt0290002,tt27731623,tt0273517,tt0373024",19.228382352941175
1421,1709,151,751.0,5350,tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Adventure,Animation,Comedy",hotel transylvania,2012-09-28,Hotel Transylvania,85000000.0,148313048.0,378505812.0,Sony Pictures,PG,Adventure,1,7.0,274118.0,4.807692307692308,,293505812.0,19.9325186455189,18.258161826219297,1,19.23252224129445,6.966666666666666,16.87512717452202,"tt1276104,tt1981677,tt1870529",16.961538461538463
1422,1710,152,752.0,19739,tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,0,2015,\N,89,"Adventure,Animation,Comedy",hotel transylvania ,2015-09-25,Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,Sony Pictures,PG,Adventure,1,6.6,138769.0,7.134615384615385,,389500298.0,20.12451987593883,18.197537205138154,1,19.19335646902385,6.566666666666666,16.2302534143557,"tt3488710,tt2403021,tt2361509",23.852564102564102
1423,1711,153,753.0,5066,tt0785006,movie,Hotel for Dogs,Hotel for Dogs,0,2009,\N,100,"Comedy,Family",hotel for dogs,2009-01-16,Hotel for Dogs,35000000.0,73178547.0,122357172.0,Paramount Pictures,PG,Adventure,1,5.5,24632.0,5.480769230769231,,87357172.0,19.32634389461109,17.370858648025116,1,19.21653294415855,6.425000000000001,17.003914566652526,"tt1179891,tt0038787,tt1114740,tt1034303",16.38942307692308
1424,1712,154,754.0,13859,tt1582507,movie,House at the End of the Street,House at the End of the Street,0,2012,\N,101,"Drama,Horror,Thriller",house at the end of the street,2012-09-21,House at the End of the Street,6900000.0,31611916.0,44103982.0,Relativity,PG-13,Horror,1,5.5,80256.0,5.788461538461538,,37203982.0,19.099749197697598,15.747032114495013,1,18.89623681599679,7.266666666666667,17.304162733052916,"tt1343727,tt1659337,tt2083383",9.782051282051283
1425,1713,155,755.0,2308,tt0372334,movie,House of D,House of D,0,2004,\N,97,"Comedy,Drama",house of d,2005-04-15,House of D,2000000.0,388532.0,466106.0,Lionsgate,PG-13,Drama,1,6.8,9720.0,8.153846153846153,,-1533894.0,18.881051292453296,14.508658238524095,1,18.892099646226594,7.2,14.508658238524095,tt0388139,10.538461538461538
1426,1714,156,756.0,2429,tt0385004,movie,House of Flying Daggers,Shi mian mai fu,0,2004,\N,119,"Action,Adventure,Drama",house of flying daggers,2004-12-03,House of Flying Daggers,12000000.0,11050094.0,92863945.0,Sony Pictures Classics,PG-13,Action,1,7.5,115214.0,15.833333333333334,,80863945.0,19.299742792623466,16.300417291085605,1,19.237607018936405,5.8,17.989897843244524,tt0359013,10.46938775510204
1427,1716,158,758.0,2531,tt0397065,movie,House of Wax,House of Wax,0,2005,\N,113,"Horror,Thriller",house of wax,2005-05-06,House of Wax,35000000.0,32064800.0,70064800.0,Warner Bros.,R,Horror,1,5.5,131849.0,6.269230769230769,,35064800.0,19.088842374144857,17.370858648025116,1,19.14927504486101,6.85,15.563766009906859,"tt0320661,tt0366444",6.471153846153846
1428,1719,161,761.0,5005,tt0770810,movie,How She Move,How She Move,0,2007,\N,94,Drama,how she move,2008-01-25,How She Move,17000000.0,7070641.0,8607815.0,Paramount Vantage,PG-13,Drama,1,3.6,6760.0,4.365384615384615,,-8392185.0,18.836807586571776,16.648723960844016,1,19.207423000788815,4.9,17.44647413150863,"tt0462499,tt1073498",12.43269230769231
1429,1720,162,762.0,26272,tt4795124,movie,How to Be a Latin Lover,How to Be a Latin Lover,0,2017,\N,115,"Comedy,Drama",how to be a latin lover,2017-04-28,How to Be a Latin Lover,10000000.0,32149404.0,62556228.0,Lionsgate,PG-13,Comedy,1,6.0,17191.0,2.923076923076923,,52556228.0,19.174717118385296,16.118095750958318,1,18.913451053101866,5.9,12.429220196836384,tt4573516,7.730769230769231
1430,1722,164,764.0,5596,tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation",how to train your dragon,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,Paramount Pictures,PG,Adventure,1,8.1,780795.0,4.596153846153846,,329870992.0,20.00965263481295,18.92145603792546,1,19.163767522101644,6.2,17.105136202858212,"tt1231587,tt1294226",9.009615384615385
1431,1723,165,765.0,14395,tt1646971,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,0,2014,\N,102,"Action,Adventure,Animation",how to train your dragon ,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,20th Century Fox,PG,Adventure,1,7.8,355604.0,9.307692307692308,,469586270.0,20.260573448921203,18.7922443072814,1,18.856870660336895,6.4,15.955576839107596,tt2345737,54.59615384615385
1432,1725,167,767.0,26110,tt4698684,movie,Hunt for the Wilderpeople,Hunt for the Wilderpeople,0,2016,\N,101,"Adventure,Comedy,Drama",hunt for the wilderpeople,2016-06-24,Hunt for the Wilderpeople,2500000.0,5205471.0,23845533.0,The Orchard,PG-13,Comedy,1,7.8,138293.0,17.653846153846153,,21345533.0,19.01591479697694,14.731801689838349,1,19.12687526805283,6.280000000000001,16.75479730109446,"tt1628841,tt4034354,tt1974419,tt4052882,tt1124037",5.803846153846154
1433,1726,168,768.0,2629,tt0410097,movie,Hustle & Flow,Hustle & Flow,0,2005,\N,116,"Crime,Drama,Music",hustle  flow,2005-07-22,Hustle & Flow,2800000.0,22202809.0,23591783.0,Paramount Vantage,R,Drama,1,7.3,42571.0,6.4423076923076925,,20791783.0,19.012856562411933,14.845130332288225,1,19.0095653279989,7.0,15.51611125295802,"tt0399201,tt6164502",38.269230769230774
1434,1728,170,770.0,22913,tt3212232,movie,I Am Wrath,I Am Wrath,0,2016,\N,92,"Action,Thriller",i am wrath,2016-04-15,I Am Wrath,18000000.0,0.0,309608.0,Saban Films,R,Action,1,5.4,15755.0,3.5576923076923075,,-17690392.0,18.773515587133055,16.705882371415992,1,18.984326715098092,6.45,16.11809577595831,"tt3628584,tt4062536",30.39423076923077
1435,1729,171,771.0,13260,tt15275400,tvEpisode,I Can Do Bad All By Myself,I Can Do Bad All By Myself,0,2009,\N,\N,Talk-Show,i can do bad all by myself,2009-09-11,I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,Lionsgate,PG-13,Comedy,1,,,4.9423076923076925,,32733921.0,19.076821153180216,16.75994958976229,1,18.97592010069651,5.1,16.341239282272525,tt1232783,6.538461538461538
1436,1730,173,773.0,15050,tt1742650,movie,I Don't Know How She Does It,I Don't Know How She Does It,0,2011,\N,89,"Comedy,Romance",i dont know how she does it,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,Weinstein Co.,PG-13,Comedy,1,5.0,21026.0,5.884615384615385,,474463.0,18.89364538507241,16.993564429978885,1,19.047547501091106,7.25,16.209256525188625,"tt1498569,tt0780504",33.74038461538461
1437,1731,174,774.0,30200,tt6791096,movie,I Feel Pretty,I Feel Pretty,0,2018,\N,110,"Comedy,Romance",i feel pretty,2018-04-20,I Feel Pretty,32000000.0,48795601.0,91569698.0,STX Entertainment,PG-13,Comedy,1,5.6,56448.0,4.423076923076923,,59569698.0,19.207180275383354,17.281246492014,0,0.0,0.0,0.0,,0.0
1438,1732,175,775.0,2156,tt0356721,movie,I Heart Huckabees,I Heart Huckabees,0,2004,\N,107,Comedy,i heart huckabees,2004-10-01,I Heart Huckabees,22000000.0,12784713.0,20034713.0,Fox Searchlight,R,Comedy,1,6.5,65888.0,7.897435897435898,,-1965287.0,18.878325275719543,16.906553056777135,1,19.32669348173833,6.366666666666667,16.98565900055087,"tt0349710,tt0307453,tt0399901",7.6752136752136755
1439,1733,176,776.0,9073,tt1220628,movie,I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,0,2009,\N,105,Comedy,i hope they serve beer in hell,2009-09-25,I Hope They Serve Beer in Hell,7000000.0,1429299.0,1429453.0,Freestyle Releasing,R,Comedy,1,5.2,8651.0,10.134615384615383,,-5570547.0,18.85524794161047,15.761420849876721,1,19.177318944832,6.433333333333334,16.239644108727543,"tt1188729,tt1179904,tt0986263",5.448717948717949
1440,1734,177,777.0,6483,tt1032815,movie,"I Love You, Beth Cooper","I Love You, Beth Cooper",0,2009,\N,102,"Comedy,Romance",i love you beth cooper,2009-07-10,"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,20th Century Fox,PG-13,Comedy,1,5.3,37009.0,6.019230769230769,,-1617462.0,18.88052379768257,16.705882371415992,1,19.363451866949067,5.9,17.553180200057167,tt0889583,2.980769230769231
1441,1735,178,778.0,8203,tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,\N,105,"Comedy,Romance",i love you man,2009-03-20,"I Love You, Man",40000000.0,72013010.0,92302502.0,Paramount Pictures,R,Comedy,1,7.0,214460.0,6.365384615384615,,52302502.0,19.17352271652391,17.504390037078213,0,0.0,0.0,0.0,,0.0
1442,1736,179,779.0,1948,tt0322700,movie,I Love Your Work,I Love Your Work,0,2003,\N,111,"Drama,Mystery",i love your work,2005-11-04,I Love Your Work,1600000.0,3264.0,3264.0,ThinkFilm,R,Comedy,1,5.1,1971.0,20.134615384615383,,-1596736.0,18.880654649505903,14.285514812209813,1,19.26628849471378,6.033333333333334,17.83547395493349,"tt0418763,tt0371606,tt0430308",6.75
1443,1737,180,780.0,6709,tt1048522,tvEpisode,I Now Pronounce You Chuck and Larry,I Now Pronounce You Chuck and Larry,0,2007,\N,\N,"Documentary,Short",i now pronounce you chuck and larry,2007-07-20,I Now Pronounce You Chuck and Larry,85000000.0,119725280.0,185708462.0,Universal,PG-13,Comedy,1,6.0,17.0,7.403846153846154,,100708462.0,19.378913340977522,18.258161826219297,0,0.0,0.0,0.0,,0.0
